subject,event_trial_index,behavior_trial_index,stimulus,stimulus_key,event_label,onset_samples,end_samples,onset_seconds,end_seconds,duration_seconds,sampling_frequency_hz,recording_duration_seconds,match_status,validation_issues,eeg_set_path,eeg_fdt_path,events_path,behavior_path,valence,arousal,dominance,liking,familiarity,relevance,emotionCateg,Quadrant,FivePointScale,MouseClick
sub-mit079,1.0,,4,4,4_1,36900.441069,52024.941612,147.601764276,208.099766448,60.498002171999985,250.0,1934.872,event_only,missing_behavior_row,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.set,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.fdt,sub-mit079/eeg/sub-mit079_task-emotion_events.tsv,,,,,,,,,,,
sub-mit079,2.0,,5,5,5_2,81969.191786,97093.941271,327.876767144,388.375765084,60.49899794000004,250.0,1934.872,event_only,missing_behavior_row,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.set,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.fdt,sub-mit079/eeg/sub-mit079_task-emotion_events.tsv,,,,,,,,,,,
sub-mit079,3.0,,28,28,28_3,132855.442632,147980.192117,531.4217705279999,591.920768468,60.498997940000095,250.0,1934.872,event_only,missing_behavior_row,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.set,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.fdt,sub-mit079/eeg/sub-mit079_task-emotion_events.tsv,,,,,,,,,,,
sub-mit079,4.0,,neutral_2,neutral_2,neutral_2_4,161447.17908,176571.677108,645.78871632,706.2867084320001,60.49799211200002,250.0,1934.872,event_only,missing_behavior_row,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.set,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.fdt,sub-mit079/eeg/sub-mit079_task-emotion_events.tsv,,,,,,,,,,,
sub-mit079,5.0,,8,8,8_5,208747.679409,223872.428895,834.990717636,895.4897155799999,60.49899794399994,250.0,1934.872,event_only,missing_behavior_row,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.set,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.fdt,sub-mit079/eeg/sub-mit079_task-emotion_events.tsv,,,,,,,,,,,
sub-mit079,6.0,,1,1,1_6,246385.679342,261514.678453,985.5427173679999,1046.058713812,60.51599644400005,250.0,1934.872,event_only,missing_behavior_row,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.set,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.fdt,sub-mit079/eeg/sub-mit079_task-emotion_events.tsv,,,,,,,,,,,
sub-mit079,7.0,,7,7,7_7,298791.498513,313915.999055,1195.165994052,1255.6639962200002,60.498002168000085,250.0,1934.872,event_only,missing_behavior_row,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.set,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.fdt,sub-mit079/eeg/sub-mit079_task-emotion_events.tsv,,,,,,,,,,,
sub-mit079,8.0,,16,16,16_8,332200.249106,347324.749649,1328.800996424,1389.298998596,60.49800217200004,250.0,1934.872,event_only,missing_behavior_row,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.set,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.fdt,sub-mit079/eeg/sub-mit079_task-emotion_events.tsv,,,,,,,,,,,
sub-mit079,9.0,,3,3,3_9,383788.749211,398913.249754,1535.154996844,1595.652999016,60.49800217200004,250.0,1934.872,event_only,missing_behavior_row,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.set,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.fdt,sub-mit079/eeg/sub-mit079_task-emotion_events.tsv,,,,,,,,,,,
sub-mit079,10.0,,27,27,27_10,440555.24879,455679.749333,1762.22099516,1822.7189973319998,60.498002171999815,250.0,1934.872,event_only,missing_behavior_row,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.set,sub-mit079/eeg/sub-mit079_task-Emotion_eeg.fdt,sub-mit079/eeg/sub-mit079_task-emotion_events.tsv,,,,,,,,,,,
sub-mit080,1.0,,neutral_1,neutral_1,neutral_1_1,42216.440197,57341.939025,168.86576078800002,229.3677561,60.50199531199999,250.0,1932.648,event_only,missing_behavior_row,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.set,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.fdt,sub-mit080/eeg/sub-mit080_task-emotion_events.tsv,,,,,,,,,,,
sub-mit080,2.0,,17,17,17_2,75311.689172,90436.189715,301.246756688,361.74475886,60.498002171999985,250.0,1932.648,event_only,missing_behavior_row,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.set,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.fdt,sub-mit080/eeg/sub-mit080_task-emotion_events.tsv,,,,,,,,,,,
sub-mit080,3.0,,8,8,8_3,140623.440128,155747.188814,562.493760512,622.988755256,60.494994743999996,250.0,1932.648,event_only,missing_behavior_row,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.set,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.fdt,sub-mit080/eeg/sub-mit080_task-emotion_events.tsv,,,,,,,,,,,
sub-mit080,4.0,,9,9,9_4,220412.706527,235539.206154,881.650826108,942.1568246160001,60.50599850800006,250.0,1932.648,event_only,missing_behavior_row,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.set,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.fdt,sub-mit080/eeg/sub-mit080_task-emotion_events.tsv,,,,,,,,,,,
sub-mit080,5.0,,16,16,16_5,244801.457263,259926.206748,979.205829052,1039.7048269919999,60.49899793999987,250.0,1932.648,event_only,missing_behavior_row,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.set,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.fdt,sub-mit080/eeg/sub-mit080_task-emotion_events.tsv,,,,,,,,,,,
sub-mit080,6.0,,24,24,24_6,275058.457199,290184.707883,1100.233828796,1160.7388315320002,60.50500273600028,250.0,1932.648,event_only,missing_behavior_row,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.set,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.fdt,sub-mit080/eeg/sub-mit080_task-emotion_events.tsv,,,,,,,,,,,
sub-mit080,7.0,,4,4,4_7,320079.70767,335204.205698,1280.3188306799998,1340.8168227919998,60.49799211200002,250.0,1932.648,event_only,missing_behavior_row,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.set,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.fdt,sub-mit080/eeg/sub-mit080_task-emotion_events.tsv,,,,,,,,,,,
sub-mit080,8.0,,13,13,13_8,379336.95767,394462.456497,1517.3478306799998,1577.849825988,60.50199530800023,250.0,1932.648,event_only,missing_behavior_row,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.set,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.fdt,sub-mit080/eeg/sub-mit080_task-emotion_events.tsv,,,,,,,,,,,
sub-mit080,9.0,,neutral_2,neutral_2,neutral_2_9,401986.45763,417112.957257,1607.94583052,1668.4518290279998,60.50599850799972,250.0,1932.648,event_only,missing_behavior_row,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.set,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.fdt,sub-mit080/eeg/sub-mit080_task-emotion_events.tsv,,,,,,,,,,,
sub-mit080,10.0,,15,15,15_10,424754.456746,439880.207031,1699.0178269839998,1759.520828124,60.50300114000015,250.0,1932.648,event_only,missing_behavior_row,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.set,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.fdt,sub-mit080/eeg/sub-mit080_task-emotion_events.tsv,,,,,,,,,,,
sub-mit080,11.0,,7,7,7_11,449158.707297,464283.205326,1796.634829188,1857.132821304,60.49799211599998,250.0,1932.648,event_only,missing_behavior_row,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.set,sub-mit080/eeg/sub-mit080_task-Emotion_eeg.fdt,sub-mit080/eeg/sub-mit080_task-emotion_events.tsv,,,,,,,,,,,
sub-mit081,1.0,1.0,neutral_1.mp4,neutral_1,neutral_1_1,49567.282945,64691.780973,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit081/eeg/sub-mit081_task-emotion_events.tsv,sub-mit081/beh/sub-mit081_task-Emotion_beh.tsv,6.02,5.02,5.02,4.0,2.0,3.0,{},,,
sub-mit081,2.0,2.0,16.mp4,16,16_2,81464.532483,96593.031194,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit081/eeg/sub-mit081_task-emotion_events.tsv,sub-mit081/beh/sub-mit081_task-Emotion_beh.tsv,2.11,5.0,5.1,3.0,4.0,4.0,{},,,
sub-mit081,3.0,3.0,2.m4v,2,2_3,114288.283233,129416.781943,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit081/eeg/sub-mit081_task-emotion_events.tsv,sub-mit081/beh/sub-mit081_task-Emotion_beh.tsv,2.01,2.97,5.1,3.0,3.0,2.02,"{'1': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '0': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', '']}",HVHA,"['moderately', 'moderately']","[53.70380401611328, 58.41108417510986]"
sub-mit081,4.0,4.0,8.m4v,8,8_4,163751.281891,178875.782434,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit081/eeg/sub-mit081_task-emotion_events.tsv,sub-mit081/beh/sub-mit081_task-Emotion_beh.tsv,6.1,4.98,6.06,4.0,2.0,2.0,{},,,
sub-mit081,5.0,5.0,7.mp4,7,7_5,192376.782931,207505.281642,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit081/eeg/sub-mit081_task-emotion_events.tsv,sub-mit081/beh/sub-mit081_task-Emotion_beh.tsv,1.93,7.03,5.08,1.0,1.0,1.02,{},HVHA,"['not at all', 'not at all', 'not at all']","[50.13121676445007, 52.63514280319214, 56.32452464103699]"
sub-mit081,6.0,6.0,12.m4v,12,12_6,231819.53067,246943.78227,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit081/eeg/sub-mit081_task-emotion_events.tsv,sub-mit081/beh/sub-mit081_task-Emotion_beh.tsv,5.95,7.01,4.92,3.0,3.0,3.59,{},,,
sub-mit081,7.0,7.0,3.mp4,3,3_7,258742.030989,273866.28259,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit081/eeg/sub-mit081_task-emotion_events.tsv,sub-mit081/beh/sub-mit081_task-Emotion_beh.tsv,6.99,6.02,5.08,4.0,3.0,3.01,"{'0': [u'Happy: Feeling or showing pleasure or contentment', u'', u'', u'', '']}",HVHA,['not at all'],[55.67290997505188]
sub-mit081,8.0,8.0,neutral_2.mp4,neutral_2,neutral_2_8,296849.196446,311977.695157,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit081/eeg/sub-mit081_task-emotion_events.tsv,sub-mit081/beh/sub-mit081_task-Emotion_beh.tsv,5.0,2.03,4.83,3.0,2.0,2.1,{},,,
sub-mit081,9.0,9.0,17.mp4,17,17_9,320967.195784,336091.696327,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit081/eeg/sub-mit081_task-emotion_events.tsv,sub-mit081/beh/sub-mit081_task-Emotion_beh.tsv,2.01,8.05,6.91,2.0,2.0,2.0,"{'1': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '0': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', ''], '3': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', ''], '2': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', ''], '4': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', '']}",HVHA,"['a little', 'quit a bit', 'quit a bit', 'quit a bit', 'moderately', 'not at all', 'not at all']","[8.24603009223938, 9.214457988739014, 10.199390172958374, 10.449723958969116, 45.60637307167053, 59.36180305480957, 59.6290340423584]"
sub-mit081,10.0,10.0,4.mp4,4,4_10,376348.196943,391472.446029,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit081/eeg/sub-mit081_task-emotion_events.tsv,sub-mit081/beh/sub-mit081_task-Emotion_beh.tsv,2.3,9.0,1.86,2.0,1.0,1.4,"{'5': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '6': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '9': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}",HVHA,"['quit a bit', 'quit a bit', 'a little', 'not at all', 'not at all', 'moderately', 'moderately', 'not at all', 'not at all', 'moderately']","[2.732903003692627, 3.3840830326080322, 4.836323022842407, 6.338676929473877, 8.842792987823486, 10.027863025665283, 11.19682002067566, 23.649926900863647, 25.035577058792114, 58.005309104919434]"
sub-mit081,11.0,11.0,9.m4v,9,9_11,464844.94586,479969.446403,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit081/eeg/sub-mit081_task-emotion_events.tsv,sub-mit081/beh/sub-mit081_task-Emotion_beh.tsv,4.94,8.18,8.09,3.0,3.0,2.03,{},,,
sub-mit082,1.0,1.0,neutral_1.mp4,neutral_1,neutral_1_1,73314.154241,88438.654784,293.256616964,353.754619136,60.498002171999985,250.0,1818.176,matched,,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.set,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.fdt,sub-mit082/eeg/sub-mit082_task-emotion_events.tsv,sub-mit082/beh/sub-mit082_task-Emotion_beh.tsv,5.02,4.96,3.94,3.0,4.0,2.01,"{'0': [u'', u'', u'Taken Aback: Shock or surprise someone.', u'', '']}",HVHA,['quit a bit'],[42.0263831615448]
sub-mit082,2.0,2.0,24.mp4,24,24_2,106016.906351,121141.155437,424.067625404,484.564621748,60.49699634399997,250.0,1818.176,matched,,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.set,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.fdt,sub-mit082/eeg/sub-mit082_task-emotion_events.tsv,sub-mit082/beh/sub-mit082_task-Emotion_beh.tsv,1.88,6.99,6.89,3.0,4.0,1.54,"{'1': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', ''], '0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '3': [u'', u'Tense: Become tense, typically through anxiety or nervousness', u'', u'', ''], '2': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', '']}",HVHA,"['very much', 'quit a bit', 'quit a bit', 'very much']","[13.192982196807861, 23.259180068969727, 37.131540060043335, 45.66241812705994]"
sub-mit082,3.0,3.0,13.m4v,13,13_3,153501.654323,168626.154866,614.006617292,674.504619464,60.49800217200004,250.0,1818.176,matched,,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.set,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.fdt,sub-mit082/eeg/sub-mit082_task-emotion_events.tsv,sub-mit082/beh/sub-mit082_task-Emotion_beh.tsv,8.13,7.01,7.08,4.0,5.0,4.05,"{'1': [u'Joyous: Full of happiness and joy', u'', u'', u'', ''], '0': [u'Delighted: Feeling or showing great pleasure', u'', u'', u'', ''], '3': [u'Amused: Finding something funny or entertaining.', u'', u'', u'', ''], '2': [u'Amused: Finding something funny or entertaining.', u'', u'', u'', ''], '4': [u'Happy: Feeling or showing pleasure or contentment', u'', u'', u'', '']}",HVHA,"['quit a bit', 'quit a bit', 'quit a bit', 'quit a bit', 'moderately']","[21.831296920776367, 24.86952805519104, 27.674031019210815, 47.205501079559326, 56.75432586669922]"
sub-mit082,4.0,4.0,2.m4v,2,2_4,194120.388572,209244.637657,776.481554288,836.9785506280001,60.49699634000012,250.0,1818.176,matched,,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.set,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.fdt,sub-mit082/eeg/sub-mit082_task-emotion_events.tsv,sub-mit082/beh/sub-mit082_task-Emotion_beh.tsv,1.89,8.01,6.95,3.0,5.0,1.25,"{'1': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '0': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', ''], '3': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', ''], '2': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', ''], '5': [u'', u'Tense: Become tense, typically through anxiety or nervousness', u'', u'', ''], '4': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}",HVHA,"['very much', 'moderately', 'quit a bit', 'moderately', 'quit a bit', 'moderately']","[9.953779935836792, 17.716294050216675, 32.82403087615967, 42.77339196205139, 47.51492094993591, 53.59084105491638]"
sub-mit082,5.0,5.0,16.mp4,16,16_5,239213.887696,254338.388238,956.855550784,1017.3535529520001,60.498002168000085,250.0,1818.176,matched,,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.set,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.fdt,sub-mit082/eeg/sub-mit082_task-emotion_events.tsv,sub-mit082/beh/sub-mit082_task-Emotion_beh.tsv,2.99,6.93,6.06,2.0,5.0,1.29,"{'1': [u'', u'Frustrated: Feeling or expressing distress and annoyance resulting from an inability \nto change or achieve somethin', u'', u'', ''], '0': [u'', u'', u'Taken Aback: Shock or surprise someone.', u'', ''], '3': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '2': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '5': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', ''], '4': [u'', u'Distrustful: Feeling or showing distrust of someone or something.', u'', u'', '']}",HVHA,"['moderately', 'moderately', 'quit a bit', 'moderately', 'moderately', 'quit a bit']","[7.494067192077637, 16.759014129638672, 24.204463243484497, 33.119142055511475, 49.595391035079956, 55.571572065353394]"
sub-mit082,6.0,6.0,neutral_2.mp4,neutral_2,neutral_2_6,279161.636718,294285.888318,1116.646546872,1177.143553272,60.49700639999992,250.0,1818.176,matched,,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.set,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.fdt,sub-mit082/eeg/sub-mit082_task-emotion_events.tsv,sub-mit082/beh/sub-mit082_task-Emotion_beh.tsv,5.06,5.14,4.88,3.0,4.0,1.01,"{'0': [u'', u'', u'Dissatisfied: Not content or happy with something.', u'', '']}",HVHA,['a little'],[48.625526905059814]
sub-mit082,7.0,7.0,27.mp4,27,27_7,308225.1383,323349.638842,1232.9005531999999,1293.398555368,60.498002168000085,250.0,1818.176,matched,,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.set,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.fdt,sub-mit082/eeg/sub-mit082_task-emotion_events.tsv,sub-mit082/beh/sub-mit082_task-Emotion_beh.tsv,1.01,7.24,3.42,2.0,5.0,3.94,"{'1': [u'', u'', u'Dissatisfied: Not content or happy with something.', u'', ''], '0': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '3': [u'', u'', u'Melancholic: Feeling or expressing pensive sadness', u'', ''], '2': [u'', u'', u'Miserable: wretchedly unhappy or uncomfortable', u'', '']}",HVHA,"['very much', 'quit a bit', 'moderately', 'very much']","[3.4721999168395996, 17.244374752044678, 30.94979977607727, 52.03375291824341]"
sub-mit082,8.0,8.0,12.m4v,12,12_8,339834.386483,354958.887026,1359.337545932,1419.835548104,60.49800217200004,250.0,1818.176,matched,,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.set,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.fdt,sub-mit082/eeg/sub-mit082_task-emotion_events.tsv,sub-mit082/beh/sub-mit082_task-Emotion_beh.tsv,7.99,7.99,6.06,4.0,5.0,4.01,"{'1': [u'Joyous: Full of happiness and joy', u'', u'', u'', ''], '0': [u'Joyous: Full of happiness and joy', u'', u'', u'', '']}",HVHA,"['quit a bit', 'moderately']","[3.5351409912109375, 11.214051961898804]"
sub-mit082,9.0,9.0,8.m4v,8,8_9,364753.638767,379878.136795,1459.014555068,1519.51254718,60.49799211200002,250.0,1818.176,matched,,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.set,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.fdt,sub-mit082/eeg/sub-mit082_task-emotion_events.tsv,sub-mit082/beh/sub-mit082_task-Emotion_beh.tsv,7.99,8.14,7.08,3.0,4.0,4.03,"{'1': [u'Delighted: Feeling or showing great pleasure', u'', u'', u'', ''], '0': [u'Joyous: Full of happiness and joy', u'', u'', u'', ''], '2': [u'Aroused: Sexually excited', u'', u'', u'', '']}",HVHA,"['moderately', 'quit a bit', 'quit a bit']","[7.1546618938446045, 19.457833766937256, 42.77870988845825]"
sub-mit082,10.0,10.0,15.mp4,15,15_10,390265.638288,405390.138831,1561.062553152,1621.560555324,60.49800217200004,250.0,1818.176,matched,,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.set,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.fdt,sub-mit082/eeg/sub-mit082_task-emotion_events.tsv,sub-mit082/beh/sub-mit082_task-Emotion_beh.tsv,3.78,6.99,6.81,3.0,4.0,1.97,"{'1': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', ''], '0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '3': [u'', u'Distress: Suffering from extreme anxiety, sorrow, or pain', u'', u'', ''], '2': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', '']}",HVHA,"['moderately', 'moderately', 'moderately', 'moderately']","[20.385376930236816, 31.7537899017334, 37.98042297363281, 50.56740689277649]"
sub-mit082,11.0,11.0,4.mp4,4,4_11,418657.387328,433781.638928,1674.6295493119999,1735.126555712,60.497006400000146,250.0,1818.176,matched,,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.set,sub-mit082/eeg/sub-mit082_task-Emotion_eeg.fdt,sub-mit082/eeg/sub-mit082_task-emotion_events.tsv,sub-mit082/beh/sub-mit082_task-Emotion_beh.tsv,2.97,7.99,3.92,3.0,4.0,1.08,"{'1': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', ''], '0': [u'', u'Distress: Suffering from extreme anxiety, sorrow, or pain', u'', u'', ''], '3': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', ''], '2': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', ''], '4': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}",HVHA,"['moderately', 'quit a bit', 'moderately', 'moderately', 'moderately']","[3.5941689014434814, 21.55605387687683, 25.662685871124268, 40.202789068222046, 51.45424199104309]"
sub-mit096,1.0,1.0,neutral_1.mp4,neutral_1,neutral_1_1,45717.163011,60845.664237,182.868652044,243.38265694799998,60.51400490399999,250.0,1505.064,matched,,sub-mit096/eeg/sub-mit096_task-Emotion_eeg.set,sub-mit096/eeg/sub-mit096_task-Emotion_eeg.fdt,sub-mit096/eeg/sub-mit096_task-emotion_events.tsv,sub-mit096/beh/sub-mit096_task-Emotion_beh.tsv,5.02,3.01,4.0,2.0,1.0,2.01,{},,,
sub-mit096,2.0,2.0,8.m4v,8,8_2,71487.662941,86612.163484,285.950651764,346.448653936,60.49800217200004,250.0,1505.064,matched,,sub-mit096/eeg/sub-mit096_task-Emotion_eeg.set,sub-mit096/eeg/sub-mit096_task-Emotion_eeg.fdt,sub-mit096/eeg/sub-mit096_task-emotion_events.tsv,sub-mit096/beh/sub-mit096_task-Emotion_beh.tsv,8.01,8.01,6.97,5.0,5.0,2.02,"{'1': [u'Aroused: Sexually excited', u'', u'', u'', ''], '0': [u'', u'', u'', u'Love: An intense feeling of deep affection.', '']}",HVHA,"['not at all', 'not at all']","[21.40074396133423, 48.71142292022705]"
sub-mit096,3.0,3.0,12.m4v,12,12_3,107867.162861,122991.663404,431.46865144400005,491.96665361600003,60.498002171999985,250.0,1505.064,matched,,sub-mit096/eeg/sub-mit096_task-Emotion_eeg.set,sub-mit096/eeg/sub-mit096_task-Emotion_eeg.fdt,sub-mit096/eeg/sub-mit096_task-emotion_events.tsv,sub-mit096/beh/sub-mit096_task-Emotion_beh.tsv,9.0,8.03,7.99,5.0,5.0,5.0,"{'0': [u'Joyous: Full of happiness and joy', u'', u'', u'', '']}",HVHA,['not at all'],[5.468087911605835]
sub-mit096,4.0,4.0,13.m4v,13,13_4,133320.912346,148445.163947,533.283649384,593.780655788,60.49700640399999,250.0,1505.064,matched,,sub-mit096/eeg/sub-mit096_task-Emotion_eeg.set,sub-mit096/eeg/sub-mit096_task-Emotion_eeg.fdt,sub-mit096/eeg/sub-mit096_task-emotion_events.tsv,sub-mit096/beh/sub-mit096_task-Emotion_beh.tsv,4.98,5.0,4.0,3.0,3.0,1.02,{},,,
sub-mit096,5.0,5.0,15.mp4,15,15_5,156107.662618,171231.914219,624.430650472,684.927656876,60.49700640399999,250.0,1505.064,matched,,sub-mit096/eeg/sub-mit096_task-Emotion_eeg.set,sub-mit096/eeg/sub-mit096_task-Emotion_eeg.fdt,sub-mit096/eeg/sub-mit096_task-emotion_events.tsv,sub-mit096/beh/sub-mit096_task-Emotion_beh.tsv,3.03,7.01,7.06,2.0,1.0,1.02,"{'1': [u'', u'', u'', u'Compassionate: Feeling or showing sympathy and concern for others.', ''], '0': [u'', u'', u'', u'Compassionate: Feeling or showing sympathy and concern for others.', '']}",HVHA,"['not at all', 'not at all']","[12.729247808456421, 41.60918593406677]"
sub-mit096,6.0,6.0,5.mp4,5,5_6,200464.687978,215589.188521,801.858751912,862.356754084,60.49800217200004,250.0,1505.064,matched,,sub-mit096/eeg/sub-mit096_task-Emotion_eeg.set,sub-mit096/eeg/sub-mit096_task-Emotion_eeg.fdt,sub-mit096/eeg/sub-mit096_task-emotion_events.tsv,sub-mit096/beh/sub-mit096_task-Emotion_beh.tsv,3.03,7.03,6.99,4.0,4.0,2.01,"{'0': [u'', u'Tense: Become tense, typically through anxiety or nervousness', u'', u'', '']}",HVHA,['not at all'],[35.89672088623047]
sub-mit096,7.0,7.0,neutral_2.mp4,neutral_2,neutral_2_7,234828.437415,249952.937958,939.31374966,999.811751832,60.49800217200004,250.0,1505.064,matched,,sub-mit096/eeg/sub-mit096_task-Emotion_eeg.set,sub-mit096/eeg/sub-mit096_task-Emotion_eeg.fdt,sub-mit096/eeg/sub-mit096_task-emotion_events.tsv,sub-mit096/beh/sub-mit096_task-Emotion_beh.tsv,4.98,6.08,5.0,3.0,2.0,1.0,{},,,
sub-mit096,8.0,8.0,2.m4v,2,2_8,258153.439143,273277.937171,1032.613756572,1093.111748684,60.49799211200002,250.0,1505.064,matched,,sub-mit096/eeg/sub-mit096_task-Emotion_eeg.set,sub-mit096/eeg/sub-mit096_task-Emotion_eeg.fdt,sub-mit096/eeg/sub-mit096_task-emotion_events.tsv,sub-mit096/beh/sub-mit096_task-Emotion_beh.tsv,2.99,7.06,7.03,2.0,4.0,1.0,"{'0': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', '']}",HVHA,['not at all'],[38.22790789604187]
